%eval_id       inlet5_X       inlet6_Y     ClipUy_avg     ClipUx_avg 
1           7.726495051    16.30599336    3.785730931    4.997964492 
2           0.805544157    11.63398962    3.785730931    4.997964492 
3           3.668241964    4.461237302    3.785730931    4.997964492 
